input,groundtruth,prediction
"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","The template is 'notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500'.</s>"
"userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000","userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","The template is 'userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>'</s>"
"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready=<*>,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=<*>,boostinprogress=<*>,waitmodeenable=<*>,mode=<*>,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",The template is 'PacketResponder <*> for block <*> terminating'.</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"onTouchEvent::0, x=271.0, y=14.0","onTouchEvent::<*>, x=<*>, y=<*>","The template is 'onTouchEvent::0, x=<*>, y=<*>'.</s>"
schedulePeek,schedulePeek,The template is 'schedulePeek'</s>
getRingtonePlayer...,getRingtonePlayer...,The template is 'getRingtonePlayer...'</s>
disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,The template is 'disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?true","The template is 'updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true'</s>"
"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight","The template is 'updateLightsLocked,turn off notificationLight'</s>"
getRingtonePlayer...,getRingtonePlayer...,The template is 'getRingtonePlayer...'</s>
"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =<*>,mScreenOn = <*>,ledNotification == null?true","The template is 'updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true'</s>"
"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight","The template is 'updateLightsLocked,turn off notificationLight'</s>"
"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","The template is 'overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>'</s>"
"state.clipTopAmount:180, i:0","state.clipTopAmount:<*>, i:<*>","The template is 'state.clipTopAmount:<*>, i:<*>'.</s>"
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:true, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:true'</s>
getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,The template is 'getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output'.</s>
"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","The template is 'setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)'.</s>"
"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600","notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","The template is 'notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600'.</s>"
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
onExpandingStarted,onExpandingStarted,The template is 'onExpandingStarted'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
onTrackingStarted,onTrackingStarted,The template is 'onTrackingStarted'.</s>
Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,Destroying surface Surface(name=<*>) called by <*>,The template is 'Destroying surface <*> called by <*> com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"overlapAmount:146.0, previousNotificationEnd:0.0, newYTranslation:-146.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-479","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","The template is 'overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>'</s>"
"state.clipTopAmount:130, i:0","state.clipTopAmount:<*>, i:<*>","The template is 'state.clipTopAmount:<*>, i:<*>'</s>"
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-479.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:true, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:true'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"overlapAmount:119.0, previousNotificationEnd:0.0, newYTranslation:-119.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-452","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","The template is 'overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>'</s>"
"state.clipTopAmount:103, i:0","state.clipTopAmount:<*>, i:<*>","The template is 'state.clipTopAmount:<*>, i:<*>'</s>"
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-452.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:true, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:true'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"overlapAmount:85.0, previousNotificationEnd:0.0, newYTranslation:-85.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-418","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","The template is 'overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>'</s>"
"state.clipTopAmount:69, i:0","state.clipTopAmount:<*>, i:<*>","The template is 'state.clipTopAmount:<*>, i:<*>'</s>"
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-418.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:true, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:true'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"overlapAmount:46.0, previousNotificationEnd:0.0, newYTranslation:-46.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-379","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","The template is 'overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>'</s>"
"state.clipTopAmount:30, i:0","state.clipTopAmount:<*>, i:<*>","The template is 'state.clipTopAmount:<*>, i:<*>'.</s>"
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-379.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:true, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:true'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"overlapAmount:5.0, previousNotificationEnd:0.0, newYTranslation:-5.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-338","overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>","The template is 'overlapAmount:<*>, previousNotificationEnd:<*>, newYTranslation:<*>, location:<*>, i:<*>, getTopPadding:<*>, getLocationOnScreen():<*>'</s>"
"state.clipTopAmount:-1, i:0","state.clipTopAmount:<*>, i:<*>","The template is 'state.clipTopAmount:-1, i:0'</s>"
"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-338.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:true, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:true'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-293.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-250.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
suspendAutohide,suspendAutohide,The template is 'suspendAutohide'</s>
"onTouchEvent::1, x=296.0, y=327.0","onTouchEvent::<*>, x=<*>, y=<*>",The template is 'onTouchEvent::1 for block <*> terminating'</s>
cancelPeek: false,cancelPeek: <*>,The template is 'cancelPeek: <*>'.</s>
"flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false","flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>","The template is 'flingToHeight: vel=<*>, expand=<*>, target=<*>, collapseSpeedUpFactor=<*>, expandBecauseOfFalsing=<*>'</s>"
onTrackingStopped: true,onTrackingStopped: <*>,The template is 'onTrackingStopped: true'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-240.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-200.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-168.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-139.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-113.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-90.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-72.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-55.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-40.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-29.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-11.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-6.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
updateDimmedActivatedHideSensitive overlap:false,updateDimmedActivatedHideSensitive overlap:<*>,The template is 'updateDimmedActivatedHideSensitive overlap:false'</s>
"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-2.0","updateClipping isOverlap:<*>, getTopPadding=<*>, Translation=<*>","The template is 'updateClipping isOverlap:false, getTopPadding=<*>, Translation=-<*>'.</s>"
