input,groundtruth,prediction
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
generating core.16218,generating core.<*>,The template is 'generating core. <*>'.</s>
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
generating core.8531,generating core.<*>,The template is 'generating core.8531'</s>
generating core.2961,generating core.<*>,The template is 'generating core.2961'</s>
generating core.15966,generating core.<*>,The template is 'generating core.15966'</s>
generating core.42,generating core.<*>,The template is 'generating core.42'</s>
generating core.93,generating core.<*>,The template is 'generating core.93'</s>
generating core.2605,generating core.<*>,The template is 'generating core.2605'</s>
generating core.6037,generating core.<*>,The template is 'generating core.6037'</s>
generating core.886,generating core.<*>,The template is 'generating core.886'</s>
generating core.3053,generating core.<*>,The template is 'generating core.3053'</s>
generating core.2790,generating core.<*>,The template is 'generating core.2790'</s>
ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,ciod: failed to read message prefix on control stream (CioStream socket to <*>,The template is 'ciod: failed to read message prefix on control stream (CioStream socket to <*> terminating')</s>
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
generating core.1488,generating core.<*>,The template is 'generating core. <*>'.</s>
"CE sym 2, at 0x0b85f680, mask 0x0e","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
generating core.2186,generating core.<*>,The template is 'generating core.2186'</s>
generating core.978,generating core.<*>,The template is 'generating core.978'</s>
generating core.2808,generating core.<*>,The template is 'generating core.2808'</s>
generating core.2486,generating core.<*>,The template is 'generating core.2486'</s>
generating core.334,generating core.<*>,The template is 'generating core.334'</s>
generating core.5401,generating core.<*>,The template is 'generating core.5401'</s>
generating core.14418,generating core.<*>,The template is 'generating core. <*>'.</s>
generating core.2558,generating core.<*>,The template is 'generating core.2558'</s>
generating core.9785,generating core.<*>,The template is 'generating core.9785'</s>
generating core.4614,generating core.<*>,The template is 'generating core.4614'</s>
generating core.7615,generating core.<*>,The template is 'generating core.7615'</s>
generating core.15935,generating core.<*>,The template is 'generating core. <*>'.</s>
"ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory","ciod: Error loading <*>: invalid or missing program image, No such file or directory","The template is 'ciod: <*> Error loading <*> invalid or missing program image, No such file or directory'</s>"
ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,ciod: Error creating node map from file <*>: No child processes,The template is 'ciod: Error creating node map from file <*> terminating'.</s>
"CE sym 0, at 0x1b858280, mask 0x40","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
generating core.8089,generating core.<*>,The template is 'generating core.8089'</s>
generating core.4660,generating core.<*>,The template is 'generating core.4660'</s>
generating core.721,generating core.<*>,The template is 'generating core.721'</s>
generating core.5287,generating core.<*>,The template is 'generating core.5287'</s>
generating core.783,generating core.<*>,The template is 'generating core.783'</s>
"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is 'DDR errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
"ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory","ciod: Error loading <*>: invalid or missing program image, No such file or directory","The template is 'ciod: Error loading <*> invalid or missing program image, No such file or directory'.</s>"
instruction cache parity error corrected,instruction cache parity error corrected,The template is 'instruction cache parity error corrected'.</s>
199680 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
1969920 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
2576000 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
2576000 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
6182400 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
6182400 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
6182400 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
3091200 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
3091200 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
3091200 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
"CE sym 12, at 0x1b786f60, mask 0x04","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"CE sym 0, at 0x1b8584e0, mask 0x80","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"CE sym 23, at 0x03f89c00, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
23431872 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
259966605 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
255244071 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
259822751 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
generating core.24721,generating core.<*>,The template is 'generating core.24721'</s>
generating core.4184,generating core.<*>,The template is 'generating core.4184'</s>
generating core.58109,generating core.<*>,The template is 'generating core.58109'</s>
